Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500002,ABB India Limited,ABB,ABB India Ltd,Active,A ,2,INE117A01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
500003,Aegis Logistics Ltd.,AEGISLOG,Aegis Logistics Ltd,Active,A ,1,INE208C01025,Trading - Gas,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Trading - Gas
500004,Torrent Power AEC Limited,TPAEC,Torrent Power AEC Ltd,Delisted,B ,10,INE424A01014, ,Equity,-,-,-,-
500005,Akar Laminators Ltd.,AKARLAMIN,Akar Laminators Ltd,Delisted,XD,10,INE984C01013, ,Equity,-,-,-,-
500006,Alpha Drugs India Ltd,ALPHADR,Alpha Drug India Ltd,Delisted,B ,10,INE256B01026, ,Equity,-,-,-,-
500008,Amara Raja Energy & Mobility Limited,ARE&M,Amara Raja Energy & Mobility Ltd,Active,A ,1,INE885A01032,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500009,Ambalal Sarabhai Enterprise Ltd.,AMBALALSA,Ambalal Sarabhai Enterprises Ltd,Active,X ,10,INE432A01017,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500010,Housing Development Finance Corp.Lt,HDFC,Housing Development Finance Corporation Ltd,Delisted,A ,2,INE001A01036,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
500011,Amrut Industries Ltd,AMRTMIL-BDM,Amrut Industries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500012,Andhra Petrochemicals Ltd.,ANDHRAPET,Andhra Petrochemicals Ltd,Active,X ,10,INE714B01016,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500013,Ansal Properties & Infrastructure Ltd.,ANSALAPI,Ansal Properties & Infrastructure Ltd,Active,Z ,5,INE436A01026,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500014,UTIQUE ENTERPRISES LIMITED,UTIQUE,Utique Enterprises Ltd,Active,X ,10,INE096A01010,Precious Metals,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Precious Metals
500015,ICICI Ltd.,ICICIDM,ICICI Ltd,Delisted,B ,10,INE005A01011, ,Equity,-,-,-,-
500016,Aruna Hotels Ltd.,ARUNAHTEL,Aruna Hotels Ltd,Active,X ,10,INE957C01019,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500018,Arvind Polycot Limited,ARPOLDM,ARPOLDM,Delisted,B ,10,INE035A01018, ,Equity,-,-,-,-
500019,Bank Of Rajasthan Ltd.,BOR,Bank of Rajasthan Ltd,Delisted,B ,10,INE320A01014, ,Equity,-,-,-,-
500020,Bombay Dyeing & Mfg. Co. Ltd.,BOMDYEING,Bombay Dyeing & Manufacturing Company Ltd,Active,A ,2,INE032A01023,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500021,Asian Coffee Ltd,ASINCOF,ASINCOF,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500023,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Ltd,Active,T ,10,INE363A01022,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500024,Assam Company (India) Limited,ASSAMCO,Assam Company India Ltd,Delisted,T ,1,INE442A01024, ,Equity,-,-,-,-
500025,Assambrook Limited,ASSAMBR,Assambrook Ltd-$,Delisted,X ,10,INE353C01011, ,Equity,-,-,-,-
500026,Atash Industries Ltd,ATSHIND,Atash Industries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500027,Atul Limited.,ATUL,Atul Ltd,Active,A ,10,INE100A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500028,ATV Projects India Ltd,ATVPR,ATV Projects India Ltd,Active,X ,10,INE447A01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500029,Autolite (India) Ltd.,AUTOLITIND,Autolite (India) Ltd,Delisted,Z ,10,INE448A01013,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500030,Autoriders Finance Ltd.,AUTORIDFIN,Autoriders Finance Ltd,Delisted,Z ,10,INE450A01019, ,Equity,-,-,-,-
500031,Bajaj Electricals Ltd.,BAJAJELEC,Bajaj Electricals Ltd-$,Active,A ,2,INE193E01025,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
500032,Bajaj Hindusthan Sugar Limited,BAJAJHIND,Bajaj Hindusthan Sugar Ltd,Active,A ,1,INE306A01021,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500033,Force Motors Limited,FORCEMOT,Force Motors Ltd-$,Active,A ,10,INE451A01017,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
500034,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Ltd,Active,A ,1,INE296A01032,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500035,Balaji Distilleries Ltd.,BALAJIDI,Balaji Distilleries Ltd,Delisted,T ,10,INE453A01013, ,Equity,-,-,-,-
500036,Balaji Industrial Corporation Ltd.,BALAJIIND,Balaji Industrial Corporation Ltd,Delisted,X ,10,INE455A01018, ,Equity,-,-,-,-
500037,Balmer Lawrie Freight Containers Lt,BALMERL-B,Balmer Lawrie Freight Containers Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
500038,Balrampur Chini Mills Ltd.,BALRAMCHIN,Balrampur Chini Mills Ltd,Active,A ,1,INE119A01028,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500039,Banco Products (India) Ltd.,BANCOINDIA,Banco Products (India) Ltd-$,Active,B ,2,INE213C01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500040,ADITYA BIRLA REAL ESTATE LIMITED,ABREL,Aditya Birla Real Estate Ltd,Active,A ,10,INE055A01016,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500041,Bannari Amman Sugars Ltd.,BANARISUG,Bannari Amman Sugars Ltd,Active,B ,10,INE459A01010,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500042,BASF India Ltd,BASF,BASF India Ltd,Active,A ,10,INE373A01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500043,Bata India Limited,BATAINDIA,Bata India Ltd,Active,A ,5,INE176A01028,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
500044,Rayban Sun Optics India Ltd.,RAYBAN,Rayban Sun Optics India Ltd,Delisted,B ,10,INE854A01012, ,Equity,-,-,-,-
500045,Bellary Steel & Alloys Ltd,BELLARYS,Bellary Steels & Alloys Ltd,Delisted,XT,1,INE166C01025, ,Equity,-,-,-,-
500046,Best & Crompton Engineering Ltd.,BECREL,Best & Crompton Engineering Ltd,Delisted,Z ,10,INE287A01015, ,Equity,-,-,-,-
500047,Beta Napthol Limited,BETANAP,Beta Napthol Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500048,BEML Ltd,BEML,BEML Ltd,Active,A ,10,INE258A01016,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
500049,Bharat Electronics Ltd.,BEL,Bharat Electronics Ltd,Active,A ,1,INE263A01024,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
500050,"Bharat Rasayan Ltd.,",BHARATRA,Bharat Rasayan Ltd,Delisted,T ,10,INE838B01013, ,Equity,-,-,-,-
500051,Bhagawati Gas Limited,BHAGGAS,Bhagawati Gas Ltd,Delisted,Z ,10,INE099C01010, ,Equity,-,-,-,-
500052,Bhansali Engineering Polymers Ltd.,BEPL,Bhansali Engineering Polymers Ltd-$,Active,B ,1,INE922A01025,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500053,Bharat Zinc Limited,BHAZINC,Bharat Zinc Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500054,Bharti Telecom Ltd.(Delisted for Takeover-21(3a)),BHRTITE-B,BHRTITE-B,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500055,TATA STEEL BSL LIMITED,TATASTLBSL,Tata Steel Bsl Ltd,Delisted,T ,2,INE824B01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
500056,Mastergrowth - 93 (Scheme Of UTI),UTIMRDM,UTI Master Growth 93,Delisted,B ,10,INF189A01046, ,Equity,-,-,-,-
500057,Aditya Birla Chemicals (India) Limited,ABCIL,Aditya Birla Chemicals (India) Ltd,Delisted,B ,10,INE605B01016, ,Equity,-,-,-,-
500058,Bihar Sponge Iron Ltd,BIHSPONG,Bihar Sponge Iron Ltd,Active,X ,10,INE819C01011,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
500059,Binani Industries Limited,BINANIIND,Binani Industries Ltd,Active,T ,10,INE071A01013,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
500060,Birla Cable Limited,BIRLACABLE,Birla Cable Ltd,Active,T ,10,INE800A01015,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
500061,Andhra Valley Power Supply Company,ANVALDM,Andhra Valley Power Supply Co Ltd,Delisted,B ,10,INE247A01019, ,Equity,-,-,-,-
500062,Ashok Leyland Finance Ltd.,ASHOKLEYFIN,Ashok Leyland Finance Ltd,Delisted,B ,10,INE251A01011, ,Equity,-,-,-,-
500063,Oswal Chemicals & Fertilizers Ltd,OSWALCHEM,Oswal Chemicals & Fertilizers Ltd,Delisted,B ,10,INE143A01010, ,Equity,-,-,-,-
500064,Birla Global Finance Ltd.,BGFL,Birla Global Finance Ltd,Delisted,B ,10,INE097A01018, ,Equity,-,-,-,-
500067,Blue Star Ltd,BLUESTARCO,Blue Star Ltd,Active,A ,2,INE472A01039,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
500068,Disa India Ltd.,DISAQ,Disa India Ltd,Active,B ,10,INE131C01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500069,QUEST CAPITAL MARKETS LIMITED,QUESTCAP,Quest Capital Markets Ltd,Active,X ,10,INE418C01012,Other Capital Market related Services,Equity,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services
500070,Bank Of Punjab Ltd.,BOP,Bank of Punjab Ltd,Delisted,B ,10,INE458A01012, ,Equity,-,-,-,-
500072,Bongaingaon Refinery & Petrochemica,BONGAIREFN,Bongaigaon Refinery & Petrochemicals Ltd,Delisted,B ,10,INE241A01012, ,Equity,-,-,-,-
500073,BPL Engineering Ltd.,BPLENG,BPL Engineering Ltd,Delisted,B ,10,INE108A01013, ,Equity,-,-,-,-
500074,BPL Ltd.,BPL,BPL Ltd,Active,B ,10,INE110A01019,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
500075,Nagarjuna Fertiliser & Chem. Ltd.,NAGARFER,Nagarjuna Fertilizers and Chemicals Ltd,Delisted,B ,10,INE580A01013, ,Equity,-,-,-,-
500076,"Burroughs Wellcome (India) Ltd.,",BURROWEL,Burroughs Wellcome (India) Ltd,Delisted,B ,10,INE157A01010, ,Equity,-,-,-,-
500077,Cable Corporation of India Ltd.,CCI,Cable Corporation of India Ltd,Delisted,B ,10,INE475A01016, ,Equity,-,-,-,-
500078,ORIENTAL AROMATICS LIMITED,OAL,Oriental Aromatics Ltd-$,Active,B ,5,INE959C01023,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500079,Carrier Aircon Ltd,CARIR,Carrier Aircon Ltd,Delisted,B ,10,INE480A01016, ,Equity,-,-,-,-
500080,Cauvery Software Engg. Systems Ltd.,CAUVERSOFT,Cauvery Software Engineering Systems Ltd,Delisted,B ,10,INE466B01013, ,Equity,-,-,-,-
500081,Celeste International Ltd.,CELEINT,Celeste International Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500082,Centak Chemicals Ltd.,CENCHDM,Centak Chemicals Ltd,Delisted,B ,10,INE942A01015, ,Equity,-,-,-,-
500083,Century Extrusions Ltd.,CENTEXT,Century Extrusions Ltd,Active,B ,1,INE281A01026,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
500084,CESC Limited,CESC,CESC Ltd,Active,A ,1,INE486A01021,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities
500085,Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Active,A ,10,INE085A01013,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
500086,Exide Industries Ltd.,EXIDEIND,Exide Industries Ltd,Active,A ,1,INE302A01020,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500087,Cipla Ltd.,CIPLA,Cipla Ltd,Active,A ,2,INE059A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500089,DIC India Ltd,DICIND,DIC India Ltd,Active,B ,10,INE303A01010,Printing Inks,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Printing Inks
500090,Madura Coats Ltd,MADUCOA,Madura Coats Ltd,Delisted,B ,10,INE122A01014, ,Equity,-,-,-,-
500091,Core Healthcare ltd.,COREPARENT,Core Healthcare Ltd,Delisted,B ,10,INE494A01017, ,Equity,-,-,-,-
500092,CRISIL Ltd.,CRISIL,CRISIL Ltd,Active,A ,1,INE007A01025,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
500093,CG Power and Industrial Solutions Limited,CGPOWER,CG Power and Industrial Solutions Ltd,Active,A ,2,INE067A01029,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
500094,C.T. Cotton Yarn Ltd.,CTCOTTON,CT Cotton Yarn Ltd,Delisted,XD,10,INE107D01019, ,Equity,-,-,-,-
500095,Wyeth Ltd.,WYETH,Wyeth Ltd,Delisted,B ,10,INE378A01012, ,Equity,-,-,-,-
500096,Dabur India Ltd.,DABUR,Dabur India Ltd,Active,A ,1,INE016A01026,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
500097,Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Active,B ,2,INE495A01022,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500098,Skyline NEPC Ltd,SKYLNEPC,Skyline NEPC Ltd,Delisted,B ,10,INE575B01011, ,Equity,-,-,-,-
500099,Central India Polyesters Ltd.,CENTINPO,Central India Polyesters Ltd,Delisted,B ,10,INE496A01020, ,Equity,-,-,-,-
500100,Daewoo Motors India Ltd.,DAEWOO,Daewoo Motors India Ltd,Delisted,XD,10,INE497A01010, ,Equity,-,-,-,-
500101,Arvind Ltd.,ARVIND,Arvind Ltd,Active,A ,10,INE034A01011,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
500102,Ballarpur Industries Ltd.,BALLARPUR,Ballarpur Industries Ltd,Suspended,Z ,2,INE294A01037,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500103,Bharat Heavy Electricals Ltd.,BHEL,Bharat Heavy Electricals Ltd,Active,A ,2,INE257A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
500104,Hindustan Petroleum Corporation Ltd,HINDPETRO,Hindustan Petroleum Corporation Ltd,Active,A ,10,INE094A01015,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
500105,Indian Petrochemicals Corpn. Ltd.,IPCL,Indian Petrochemicals Corporation Ltd,Delisted,B ,10,INE006A01019, ,Equity,-,-,-,-
500106,IFCI Ltd.,IFCI,IFCI Ltd,Active,A ,10,INE039A01010,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
500107,Jindal Iron & Steel Co Ltd.,JINDALIRON,Jindal Iron & Steel Company Ltd,Delisted,B ,10,INE020A01010, ,Equity,-,-,-,-
500108,Mahanagar Telephone Nigam Ltd.,MTNL,Mahanagar Telephone Nigam Ltd,Active,A ,10,INE153A01019,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
500109,Mangalore Refinery & Petrochemicals,MRPL,Mangalore Refinery and Petrochemicals Ltd,Active,A ,10,INE103A01014,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
500110,Chennai Petroleum Corporation Ltd.,CHENNPETRO,Chennai Petroleum Corporation Ltd,Active,A ,10,INE178A01016,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
500111,Reliance Capital Limited,RELCAPITAL,Reliance Capital Ltd,Delisted,T ,10,INE013A01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
500112,State Bank Of India,SBIN,State Bank of India,Active,A ,1,INE062A01020,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
500113,Steel Authority of India Ltd.,SAIL,Steel Authority of India Ltd,Active,A ,10,INE114A01011,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
500114,Titan Company Limited,TITAN,Titan Company Ltd,Active,A ,1,INE280A01028,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
500115,Masterplus - 91 (Scheme of UTI)-OE.not.45507/00,MSTRP,MSTRP,Delisted,Z ,10,INF189A01061, ,Equity,-,-,-,-
500116,IDBI Bank Ltd,IDBI,IDBI Bank Ltd,Active,A ,10,INE008A01015,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
500117,DCW Ltd.,DCW,DCW Ltd,Active,B ,2,INE500A01029,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500119,Dhampur Sugar Mills Ltd.,DHAMPURSUG,Dhampur Sugar Mills Ltd,Active,B ,10,INE041A01016,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500120,Diamines & Chemicals Ltd.,DIAMINESQ,Diamines & Chemicals Ltd-$,Active,B ,10,INE591D01014,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500121,Digital Globalsoft Ltd.,DIGITAL,Digital GlobalSoft Ltd,Delisted,B ,10,INE124A01010, ,Equity,-,-,-,-
500122,Ambuja Cement Rajasthan Ltd,AMBUJACEMR,Ambuja Cement Rajasthan Ltd,Delisted,Z ,10,INE125A01017, ,Equity,-,-,-,-
500123,Elantas Beck India Ltd,ELANTAS,Elantas Beck India Ltd-$,Active,B ,10,INE280B01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500124,Dr. Reddy's Laboratories Ltd.,DRREDDY,Dr Reddys Laboratories Ltd,Active,A ,1,INE089A01031,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500125,E.I.D. Parry (India) Ltd.,EIDPARRY,EID Parry India Ltd,Active,A ,1,INE126A01031,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
500126,PROCTER & GAMBLE HEALTH LIMITED,PGHL,Procter & Gamble Health Ltd,Active,A ,10,INE199A01012,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500127,Eastern Mining & Allied Ltd,ESTMNAL,Eastern Mining & Allied Industries Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
500128,Electrosteel Castings Ltd.,ELECTCAST,Electrosteel Castings Ltd,Active,A ,1,INE086A01029,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500129,"Elgi Auto Parts Ltd.,",ELAUPAR-BDM,Elgi Auto Parts Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500130,Elgi Finance Ltd.,ELGIF,Elgi Finance Ltd,Delisted,T ,10,INE424D01018, ,Equity,-,-,-,-
500131,Elgitread (India)  Ltd.,ELGITR,Elgitread (India) Ltd,Delisted,B ,1,INE257B01024, ,Equity,-,-,-,-
500132,Empee Sugars & Chemicals Ltd.,EMPEESUG,Empee Sugars & Chemicals Ltd,Suspended,Z ,10,INE928B01012,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500133,Esab India Ltd.,ESABINDIA,Esab India Ltd,Active,A ,10,INE284A01012,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
500134,Essar Oil Ltd.,ESSAROIL,Essar Oil Ltd,Delisted,A ,10,INE011A01019, ,Equity,-,-,-,-
500135,EPL LIMITED,EPL,EPL Ltd,Active,A ,2,INE255A01020,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
500136,Ester Industries Ltd.,ESTER,Ester Industries Ltd,Active,B ,5,INE778B01029,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
500138,Uniworth Textiles Ltd.,UNIWORTHT,Uniworth Textiles Ltd,Delisted,XT,10,INE486C01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500139,Fedders Electric and Engineering Limited,FEDDERELEC,Fedders Electric and Engineering Ltd,Suspended,Z ,10,INE249C01011,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
500140,Femnor Mineral (India) Ltd.,FEMNORM-B,Femnor Mineral (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500141,Ferro Alloys Corporation Ltd.,FERROALL,Ferro Alloys Corporation Ltd,Delisted,X ,1,INE912A01026, ,Equity,-,-,-,-
500142,FGP Ltd,FGP,FGP Ltd,Active,X ,10,INE512A01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500143,P.H. Capital Ltd.,PHCAP,PH Capital Ltd,Active,X ,10,INE160F01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
500144,Finolex Cables Ltd.,FINCABLES,Finolex Cables Ltd,Active,A ,2,INE235A01022,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
500145,First Leasing Co. of India Ltd.,FIRSTLEASE,First Leasing Company of India Ltd,Delisted,Z ,10,INE492B01019, ,Equity,-,-,-,-
500147,JOHN COCKERILL INDIA LIMITED,COCKERILL,John Cockerill India Ltd-$,Active,B ,10,INE515A01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500148,Uflex Limited,UFLEX,Uflex Ltd,Active,B ,10,INE516A01017,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
500149,Floatglass India Limited,FLOAI,Floatglass India Ltd,Delisted,B ,10,INE517A01015, ,Equity,-,-,-,-
500150,Foseco India Ltd,FOSECOIND,Foseco India Ltd,Active,B ,10,INE519A01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500151,Golden Tobacco Ltd.,GOLDENTOBC,Golden Tobacco Ltd,Active,Z ,10,INE973A01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500152,"G.R. Magnets, Ltd.",GRMAG,GR Magnets Ltd,Delisted,Z ,10,INE523A01013, ,Equity,-,-,-,-
500153,Ganesh Benzoplast Ltd.,GANESHBE,Ganesh Benzoplast Ltd,Active,B ,1,INE388A01029,Oil Storage & Transportation,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Storage & Transportation
500154,Futuristic Offshore Services and Chemical Ltd.,FOSCL,Futuristic Offshore Services & Chemical Ltd,Suspended,XT,10,INE418A01016,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500155,Garden Silk Mills Ltd.,GARDENSILK,Garden Silk Mills Ltd,Delisted,B ,10,INE526A01016, ,Equity,-,-,-,-
500156,German Remedies Ltd.,GRMNR,German Remedies Ltd,Delisted,B ,10,INE382A01014, ,Equity,-,-,-,-
500157,GIC Balanced Fund,GICBALN-B,GICBALN-B,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500158,GIC Big Value (QRT),GICBGVL-B,GICBGVL-B,Delisted,Z ,10,-, ,Equity,-,-,-,-
500159,Metroglobal Limited,METROGLOBL,Metroglobal Ltd,Active,X ,10,INE085D01033,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
500160,GTL Ltd,GTL,GTL Ltd,Active,B ,10,INE043A01012,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
500161,Global Trust Bank Ltd.,GTB,Global Trust Bank Ltd,Delisted,T ,10,INE130A01017, ,Equity,-,-,-,-
500162,Parrys  Sugar  Industries Limited,PARRYSUGAR,Parrys Sugar Industries Ltd,Delisted,B ,10,INE353B01021, ,Equity,-,-,-,-
500163,Godfrey Phillips India Ltd.,GODFRYPHLP,Godfrey Phillips India Ltd,Active,A ,2,INE260B01028,Cigarettes & Tobacco Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
500164,Godrej Industries Ltd.,GODREJIND,Godrej Industries Ltd,Active,A ,1,INE233A01035,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
500165,Kansai Nerolac Paints,KANSAINER,Kansai Nerolac Paints Ltd,Active,A ,1,INE531A01024,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
500166,Goodricke Group Ltd.,GOODRICKE,Goodricke Group Ltd,Active,X ,10,INE300A01016,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
500167,Good Value Marketing Co. Ltd.,GOVMC,Good Value Marketing Company Ltd,Delisted,Z ,10,INE532A01014, ,Equity,-,-,-,-
500168,Goodyear India Ltd.,GOODYEAR,Goodyear India Ltd,Active,B ,10,INE533A01012,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500169,"Grapco Mining & Co. Ltd.,",GRPCOMI,Grapco Mining & Company Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500170,GTN Industries Limited,GTNINDS,GTN Industries Ltd,Active,X ,10,INE537A01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
