Sc_code,Sc_name,Sc_group,Sc_type,Open,High,Low,Close,Last Trd Price,Prev close,Previous close Date,no_trades,No of Shares,Turnover,Wt. Avg. Price,2W Avg. Qty,perc_del_qty,date,Total No of Shrs,Free Float No of Shrs,52 W High,52 W Low,FACE_VALUE,Exdate,Purpose,Industry,
504340,LONGSPUR,X ,Q,5.47,5.47,5.37,5.37,5.37,5.47,6/24/2025 00:00:00,15,3826,20558.00,5.37,4312,100.00,6/25/2025 00:00:00,13650000,10663270.800000,9.67,4.93,10.00,,,Financial Services,
504341,RELTD,T ,Q,137.80,138.00,134.50,135.70,135.70,134.35,6/24/2025 00:00:00,77,4742,647711.00,136.59,34425,100.00,6/25/2025 00:00:00,178554463,24531776.226033,166.95,60.30,10.00,,,Capital Goods,
504346,RRP,XT,Q,1906.90,1906.90,1906.90,1906.90,1906.90,1869.55,6/24/2025 00:00:00,2,16,30510.00,1906.88,49,100.00,6/25/2025 00:00:00,13624000,25313.392000,1906.90,22.12,10.00,,,Financial Services,
504351,EMPOWER,X ,Q,1.62,1.62,1.57,1.58,1.58,1.59,6/24/2025 00:00:00,1602,1118487,1778086.00,1.59,1626747,70.69,6/25/2025 00:00:00,1163798560,989016964.662080,2.70,1.27,1.00,,,Information Technology,
504356,ZMULTIPU,X ,Q,9.80,10.25,9.36,9.36,9.36,9.80,6/24/2025 00:00:00,6,1530,15640.00,10.22,1432,97.32,6/25/2025 00:00:00,4950000,3724889.850000,13.26,7.93,10.00,,,Services,
504369,GRANDMA,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,6/24/2025 00:00:00,31,107893,52867.00,0.49,76729,100.00,6/25/2025 00:00:00,130600000,122144825.400000,3.21,0.49,1.00,,,Services,
504378,NYSSACORP,XT,Q,4.00,4.08,3.92,3.99,3.99,4.00,6/24/2025 00:00:00,140,44843,179156.00,4.00,41512,100.00,6/25/2025 00:00:00,30000000,30000000.000000,18.30,3.66,1.00,,,Services,
504380,FLOMIC,X ,Q,70.98,70.98,68.99,69.00,69.00,69.16,6/24/2025 00:00:00,42,2865,199003.00,69.46,1672,73.58,6/25/2025 00:00:00,18168360,5601741.428640,79.99,52.00,10.00,,,Services,
504392,KRISHNA,XT,Q,15.39,16.15,15.02,15.80,15.80,15.39,6/24/2025 00:00:00,58,9607,151676.00,15.79,14919,100.00,6/25/2025 00:00:00,10800000,3462069.600000,106.00,13.63,10.00,,,Realty,
504605,UNIABEXAL,XT,Q,3375.00,3385.00,3197.80,3257.25,3257.25,3366.10,6/24/2025 00:00:00,106,1138,3750709.00,3295.88,834,100.00,6/25/2025 00:00:00,1975000,637875.625000,3895.00,1820.05,10.00,,,Capital Goods,
504614,SARDAEN,A ,Q,442.70,450.40,437.90,439.00,439.00,441.20,6/24/2025 00:00:00,612,13044,5804938.00,445.03,19086,52.00,6/25/2025 00:00:00,352381370,91669194.354540,565.55,229.45,1.00,,,Metals & Mining,
504646,BGWTATO,X ,Q,354.90,355.00,343.60,350.55,350.55,342.65,6/24/2025 00:00:00,21,783,271106.00,346.24,1210,74.20,6/25/2025 00:00:00,2880684,666005.498748,596.30,315.10,10.00,,,Automobile and Auto Components,
504648,BOMBWIR,X ,Q,66.10,71.70,62.19,67.15,67.15,66.10,6/24/2025 00:00:00,61,3553,242263.00,68.19,993,86.77,6/25/2025 00:00:00,5339500,1429170.570000,84.65,50.56,1.00,,,Capital Goods,
504731,AZADIND,XT,Q,144.45,146.65,138.10,144.30,144.30,143.00,6/24/2025 00:00:00,38,3036,436369.00,143.73,4054,100.00,6/25/2025 00:00:00,35175625,22907774.025000,208.20,86.90,10.00,,,Capital Goods,
504741,INDIANHUME,B ,Q,419.10,424.70,413.95,421.95,421.95,408.95,6/24/2025 00:00:00,163,2892,1211318.00,418.85,4483,39.28,6/25/2025 00:00:00,52681770,14065979.908230,613.15,283.05,2.00,,,Capital Goods,
504746,INLCM,XT,Q,810.00,810.65,810.00,810.65,810.65,794.80,6/24/2025 00:00:00,2,50,40503.00,810.06,1303,100.00,6/25/2025 00:00:00,500000,211870.000000,810.65,156.75,10.00,,,Capital Goods,
504786,INVPRECQ,XT,Q,1100.00,1100.00,1040.00,1049.95,1049.95,1082.45,6/24/2025 00:00:00,536,7665,8184731.00,1067.81,4379,100.00,6/25/2025 00:00:00,5000000,2381980.000000,1100.00,555.55,10.00,,,Capital Goods,
504810,INFORTEC,X ,Q,79.20,87.89,79.20,79.35,79.35,79.14,6/24/2025 00:00:00,64,2691,224737.00,83.51,1578,71.91,6/25/2025 00:00:00,4169100,828387.662700,140.00,54.00,10.00,,,Services,
504840,KAIRA,X ,Q,1642.00,1808.00,1640.00,1784.55,1784.55,1617.30,6/24/2025 00:00:00,99,390,662383.00,1698.42,200,92.82,6/25/2025 00:00:00,922133,507213.723852,2180.00,1425.15,10.00,,,Capital Goods,
504879,ORIENTCER,B ,Q,36.00,36.40,35.20,35.90,35.90,35.70,6/24/2025 00:00:00,121,4662,169615.00,36.38,3747,97.58,6/25/2025 00:00:00,119639200,39887589.640800,60.95,28.93,1.00,,,Capital Goods,
504882,NATIONSTD,B ,Q,2680.05,2726.95,2602.35,2620.40,2620.40,2674.45,6/24/2025 00:00:00,113,294,774255.00,2633.52,194,57.48,6/25/2025 00:00:00,20000000,5211900.000000,6195.00,2520.10,10.00,,,Realty,
504903,RATHIST,X ,Q,28.50,32.20,28.00,31.84,31.84,29.12,6/24/2025 00:00:00,1309,729036,22803018.00,31.28,230202,77.90,6/25/2025 00:00:00,86363004,50695687.889028,97.81,24.50,10.00,,,Capital Goods,
504908,DUNCANENG,X ,Q,406.70,435.95,406.70,417.95,417.95,415.00,6/24/2025 00:00:00,32,453,193628.00,427.43,337,72.41,6/25/2025 00:00:00,3696000,926868.096000,902.00,276.75,10.00,,,Automobile and Auto Components,
504918,SANDUMA,A ,Q,464.05,481.00,464.05,473.80,473.80,472.35,6/24/2025 00:00:00,1064,34613,16476104.00,476.01,19477,55.58,6/25/2025 00:00:00,162034938,41637793.947984,614.60,338.30,10.00,,,"Oil, Gas & Consumable Fuels",
504959,STOVACQ,X ,Q,2506.20,2594.80,2506.20,2535.00,2535.00,2510.00,6/24/2025 00:00:00,40,173,440992.00,2549.09,216,75.14,6/25/2025 00:00:00,2088016,565457.700976,3800.00,2000.00,10.00,,,Capital Goods,
504973,CHOLAHLDNG,A ,Q,2049.40,2071.25,2025.00,2025.65,2025.65,2042.85,6/24/2025 00:00:00,411,6228,12679814.00,2035.94,5861,60.65,6/25/2025 00:00:00,187777462,98790286.090586,2151.45,1276.45,1.00,,,Financial Services,
504988,ZWELCAST,X ,Q,1170.00,1179.50,1131.40,1148.55,1148.55,1215.00,6/24/2025 00:00:00,36,226,261591.00,1157.48,134,38.94,6/25/2025 00:00:00,638161,139743.857619,1757.00,1011.00,10.00,,,Capital Goods,
505010,AUTOAXLES,B ,Q,1800.00,1834.70,1795.00,1824.90,1824.90,1802.75,6/24/2025 00:00:00,94,379,687651.00,1814.38,606,65.70,6/25/2025 00:00:00,15110000,4334953.230000,2210.00,1533.15,10.00,,,Automobile and Auto Components,
505029,ATLASCYCLE,T ,Q,124.50,126.45,122.80,125.60,125.60,123.60,6/24/2025 00:00:00,25,1182,147827.00,125.07,1163,100.00,6/25/2025 00:00:00,6500000,3547784.500000,172.45,62.99,5.00,,,Consumer Durables,
505036,ACGL,T ,Q,1840.00,1860.00,1801.00,1837.75,1837.75,1847.55,6/24/2025 00:00:00,104,751,1374501.00,1830.23,768,100.00,6/25/2025 00:00:00,6088622,2941041.882258,3449.00,936.00,10.00,25/06/2025,,Automobile and Auto Components,
505075,SETCO,T ,Q,17.06,17.75,16.70,16.92,16.92,17.24,6/24/2025 00:00:00,48,16905,294353.00,17.41,14644,100.00,6/25/2025 00:00:00,133767275,52755672.983600,21.66,9.29,2.00,,,Automobile and Auto Components,
505160,TALBROAUTO,B ,Q,290.75,294.15,288.25,292.50,292.50,287.10,6/24/2025 00:00:00,453,10243,2990167.00,291.92,15652,52.04,6/25/2025 00:00:00,61728150,24864654.373350,395.30,200.05,2.00,,,Automobile and Auto Components,
505163,ZFSTEERING,B ,Q,1140.00,1160.00,1127.05,1141.65,1141.65,1131.10,6/24/2025 00:00:00,390,5816,6643693.00,1142.31,2606,70.74,6/25/2025 00:00:00,9073300,2707472.720000,1947.00,900.00,10.00,,,Automobile and Auto Components,
505192,SMLISUZU,B ,Q,1774.05,1889.90,1770.00,1874.20,1874.20,1761.35,6/24/2025 00:00:00,783,5320,9803343.00,1842.73,3076,48.05,6/25/2025 00:00:00,14471646,5672480.025912,2300.00,1030.90,10.00,,,Capital Goods,
505196,TIL,T ,Q,384.85,390.00,375.55,380.00,380.00,372.20,6/24/2025 00:00:00,60,1766,678433.00,384.16,4998,100.00,6/25/2025 00:00:00,66602056,20944415.152376,434.05,167.00,10.00,,,Capital Goods,
505200,EICHERMOT,A ,Q,5626.30,5650.00,5564.50,5575.70,5575.70,5626.05,6/24/2025 00:00:00,1258,5448,30532239.00,5604.30,24087,35.88,6/25/2025 00:00:00,274252240,137154916.485200,5907.85,4500.00,1.00,,,Automobile and Auto Components,
505212,JAINEX,X ,Q,173.00,179.00,170.00,175.35,175.35,173.00,6/24/2025 00:00:00,7,115,20104.00,174.82,102,100.00,6/25/2025 00:00:00,1496338,503125.696444,286.00,140.00,10.00,,,Automobile and Auto Components,
505216,ALFREDHE,XT,Q,3000.00,3019.00,3000.00,3000.00,3000.00,2989.35,6/24/2025 00:00:00,15,30,90163.00,3005.43,50,100.00,6/25/2025 00:00:00,771429,169952.751561,3300.00,1355.60,10.00,,,Financial Services,
505232,VELJAN,X ,Q,1205.00,1247.95,1205.00,1241.00,1241.00,1222.25,6/24/2025 00:00:00,95,1413,1744136.00,1234.35,809,70.35,6/25/2025 00:00:00,4500000,633105.000000,1940.00,904.00,10.00,,,Automobile and Auto Components,
505242,DYNAMATECH,A ,Q,6939.85,7277.00,6939.00,7146.50,7146.50,6939.85,6/24/2025 00:00:00,231,570,4061850.00,7126.05,857,52.11,6/25/2025 00:00:00,6791443,3900013.308522,8952.95,5437.40,10.00,,,Capital Goods,
505250,GGDPROP,X ,Q,81.48,85.00,81.48,83.21,83.21,83.54,6/24/2025 00:00:00,8,142,11906.00,83.85,1680,59.15,6/25/2025 00:00:00,4761387,1817378.565417,154.95,76.00,1.00,,,Capital Goods,
505255,GMMPFAUDLR,A ,Q,1165.05,1197.25,1165.05,1187.90,1187.90,1175.25,6/24/2025 00:00:00,217,1958,2323981.00,1186.92,3832,62.77,6/25/2025 00:00:00,44957224,33458245.074176,1530.80,953.00,2.00,,,Capital Goods,
505283,KIRLPNU,A ,Q,1385.00,1460.00,1369.00,1434.00,1434.00,1388.20,6/24/2025 00:00:00,1070,13158,18607908.00,1414.19,10452,56.42,6/25/2025 00:00:00,64901990,37838833.699850,1817.50,952.75,2.00,,,Capital Goods,
505299,KPT,XT,Q,894.20,910.00,882.00,894.65,894.65,894.20,6/24/2025 00:00:00,158,1976,1761546.00,891.47,3260,100.00,6/25/2025 00:00:00,3400000,1670841.600000,1360.00,540.90,5.00,,,Capital Goods,
505302,LAKSHMIEW,X ,Q,2405.00,2535.00,2371.00,2423.20,2423.20,2469.25,6/24/2025 00:00:00,46,230,560454.00,2436.76,244,71.30,6/25/2025 00:00:00,668750,421158.687500,3575.90,1805.00,100.00,,,Capital Goods,
505324,MANUGRAPH,T ,Q,19.56,21.00,19.56,20.74,20.74,20.49,6/24/2025 00:00:00,14,2970,60168.00,20.26,2123,100.00,6/25/2025 00:00:00,30415061,12385986.121152,30.90,14.00,2.00,,,Capital Goods,
505336,HARSHILAGR,XT,Q,1.41,1.41,1.41,1.41,1.41,1.35,6/24/2025 00:00:00,383,662848,934615.00,1.41,3095558,100.00,6/25/2025 00:00:00,711200000,311175603.200000,96.62,1.29,1.00,,,Capital Goods,
505343,MONOT,XT,Q,0.74,0.77,0.73,0.73,0.73,0.76,6/24/2025 00:00:00,1357,3101477,2270289.00,0.73,1403747,100.00,6/25/2025 00:00:00,703121889,561421031.587941,2.42,0.66,1.00,,,Services,
505355,NESCO,B ,Q,1029.85,1107.35,1029.30,1090.30,1090.30,1022.55,6/24/2025 00:00:00,2696,22409,24148901.00,1077.64,5483,61.42,6/25/2025 00:00:00,70459960,20946689.208600,1107.35,834.00,2.00,,,Services,
505358,INTEGRAEN,X ,Q,216.85,229.80,216.85,228.80,228.80,214.80,6/24/2025 00:00:00,629,83681,18763555.00,224.23,33702,84.20,6/25/2025 00:00:00,34395196,15649195.066472,298.00,197.00,1.00,,,Capital Goods,
505368,SEMAC,B ,Q,405.45,421.30,399.35,421.30,421.30,401.25,6/24/2025 00:00:00,151,2146,877598.00,408.95,2885,80.29,6/25/2025 00:00:00,3117308,1157409.700780,631.00,264.00,10.00,,,Construction,
505400,TEXINFRA,B ,Q,101.98,103.89,101.77,103.43,103.43,100.88,6/24/2025 00:00:00,248,10383,1066724.00,102.74,15372,42.52,6/25/2025 00:00:00,127426590,42940084.871610,159.20,85.50,1.00,,,Services,
505412,WENDT,B ,Q,8379.55,8522.20,8379.55,8473.15,8473.15,8379.55,6/24/2025 00:00:00,434,1562,13216083.00,8461.00,1226,58.58,6/25/2025 00:00:00,2000000,488834.000000,18000.00,8174.40,10.00,,,Capital Goods,
505502,PSITINFRA,XT,Q,0.93,0.93,0.93,0.93,0.93,0.94,6/24/2025 00:00:00,84,45901,42687.00,0.93,126032,100.00,6/25/2025 00:00:00,53760000,52690767.360000,13.99,0.93,10.00,,,Financial Services,
505504,GHVINFRA,XT,Q,951.45,951.45,951.45,951.45,951.45,932.80,6/24/2025 00:00:00,4,200,190290.00,951.45,349,100.00,6/25/2025 00:00:00,14415000,185146.260000,951.45,19.78,10.00,,,Construction,
505509,RESPONIND,B ,Q,208.05,212.25,208.00,211.65,211.65,206.90,6/24/2025 00:00:00,90,2046,430435.00,210.38,7241,60.22,6/25/2025 00:00:00,266608544,40810569.655712,338.80,171.00,1.00,,,Consumer Durables,
505515,SHYMINV,X ,Q,13.30,14.39,13.00,13.95,13.95,13.77,6/24/2025 00:00:00,61,11767,162613.00,13.82,14390,82.77,6/25/2025 00:00:00,13498000,8627503.162000,14.39,6.73,10.00,,,Financial Services,
505520,ZHEMHOLD,XT,Q,41.73,41.73,41.73,41.73,41.73,40.92,6/24/2025 00:00:00,1,1,41.00,41.00,1,100.00,6/25/2025 00:00:00,240000,112552.080000,41.73,2.20,10.00,,,Services,
505523,MAHACORP,XT,Q,0.50,0.50,0.49,0.49,0.49,0.49,6/24/2025 00:00:00,314,1403688,699833.00,0.50,846891,100.00,6/25/2025 00:00:00,620870786,517707517.069026,0.93,0.38,1.00,,,Services,
505526,DOLATALGO,B ,Q,98.60,102.45,98.60,100.10,100.10,98.75,6/24/2025 00:00:00,1007,34968,3526848.00,100.86,25377,64.44,6/25/2025 00:00:00,176000000,44299200.000000,186.50,68.00,1.00,,,Financial Services,
505533,WESTLIFE,A ,Q,738.55,756.00,733.95,749.75,749.75,738.55,6/24/2025 00:00:00,455,5860,4381471.00,747.69,5260,65.70,6/25/2025 00:00:00,155936165,67664600.397625,959.50,641.40,2.00,,,Consumer Services,
505537,ZEEL,A ,Q,144.35,147.15,143.20,146.30,146.30,143.65,6/24/2025 00:00:00,16102,2047446,298222242.00,145.66,2582295,27.05,6/25/2025 00:00:00,960519420,920359142.530380,163.90,89.29,1.00,,,"Media, Entertainment & Publication",
505590,SVPGLOB,T ,Q,3.28,3.40,3.28,3.30,3.30,3.34,6/24/2025 00:00:00,4,11458,38783.00,3.38,3521,100.00,6/25/2025 00:00:00,126500000,59768973.000000,8.82,2.48,1.00,,,Textiles,
505650,SKYLMILAR,XT,Q,23.73,24.43,23.05,23.11,23.11,23.50,6/24/2025 00:00:00,27,1801,42071.00,23.36,10464,100.00,6/25/2025 00:00:00,40224250,9702451.118250,27.25,14.00,1.00,,,Realty,
505681,BIMETAL,X ,Q,594.05,619.00,594.05,619.00,619.00,610.35,6/24/2025 00:00:00,10,121,73514.00,607.55,704,91.74,6/25/2025 00:00:00,3825000,933999.975000,842.80,470.00,10.00,,,Automobile and Auto Components,
505688,BHARATGEAR,B ,Q,88.77,89.42,86.82,87.68,87.68,88.77,6/24/2025 00:00:00,193,1271,111805.00,87.97,1674,95.91,6/25/2025 00:00:00,15355058,6690598.002108,120.00,65.00,10.00,,,Automobile and Auto Components,
505690,BRADYM,X ,Q,1656.15,1786.00,1620.00,1786.00,1786.00,1623.65,6/24/2025 00:00:00,166,3131,5547559.00,1771.82,1456,96.65,6/25/2025 00:00:00,2250000,541379.250000,2511.30,977.55,10.00,,,Capital Goods,
505693,LATIMMETAL,X ,Q,8.50,8.50,8.12,8.21,8.21,8.32,6/24/2025 00:00:00,192,88768,731271.00,8.24,87459,89.64,6/25/2025 00:00:00,130630626,48375002.789694,19.26,7.65,1.00,,,Metals & Mining,
505700,ELECON,A ,Q,626.10,652.80,626.10,639.10,639.10,627.15,6/24/2025 00:00:00,999,20667,13310513.00,644.05,22524,55.33,6/25/2025 00:00:00,224399930,87771564.220270,1414.95,348.05,1.00,,,Capital Goods,
505710,GRAUWEIL,B ,Q,94.10,111.45,93.10,108.29,108.29,94.13,6/24/2025 00:00:00,6434,1530419,156619458.00,102.34,583534,75.69,6/25/2025 00:00:00,453411500,135288469.958500,120.00,78.00,1.00,,,Chemicals,
505712,HIMTEK,X ,Q,187.00,196.90,179.00,191.70,191.70,183.70,6/24/2025 00:00:00,391,57972,10917957.00,188.33,10997,57.99,6/25/2025 00:00:00,9471416,3583216.629704,273.85,149.05,2.00,,,Automobile and Auto Components,
505714,GABRIEL,A ,Q,614.00,639.85,608.15,636.90,636.90,603.15,6/24/2025 00:00:00,787,11311,7100522.00,627.75,18925,52.32,6/25/2025 00:00:00,143643940,63257343.721440,690.00,387.05,1.00,,,Automobile and Auto Components,
505720,HERCULES,T ,Q,190.00,190.00,185.50,186.00,186.00,188.20,6/24/2025 00:00:00,68,1887,352948.00,187.04,4270,100.00,6/25/2025 00:00:00,32000000,8053056.000000,710.00,126.00,1.00,,,Capital Goods,
505725,AQFINTECH,X ,Q,1012.00,1015.00,984.15,1005.00,1005.00,1013.35,6/24/2025 00:00:00,270,16109,16191753.00,1005.14,11332,56.04,6/25/2025 00:00:00,15616446,3578899.012050,1549.95,786.45,2.00,,,Financial Services,
505726,IFBIND,B ,Q,1564.30,1608.90,1564.25,1583.50,1583.50,1561.35,6/24/2025 00:00:00,374,2144,3410264.00,1590.61,2169,58.44,6/25/2025 00:00:00,40518796,10106724.842668,2359.00,1054.20,10.00,,,Consumer Durables,
505729,SINGER,X ,Q,73.40,74.20,72.50,73.10,73.10,72.39,6/24/2025 00:00:00,184,45153,3304638.00,73.19,53141,65.59,6/25/2025 00:00:00,61655539,41179796.153639,111.10,49.00,2.00,,,Consumer Durables,
505737,INTLCOMBQ,X ,Q,831.95,845.00,805.00,825.35,825.35,822.85,6/24/2025 00:00:00,225,2271,1884076.00,829.62,2095,65.43,6/25/2025 00:00:00,2390276,1088918.915112,1733.00,716.65,10.00,,,Capital Goods,
505744,FMGOETZE,B ,Q,547.90,547.90,526.75,541.60,541.60,532.20,6/24/2025 00:00:00,1091,17244,9280485.00,538.19,16947,32.70,6/25/2025 00:00:00,55632130,13916655.480150,556.10,308.10,10.00,,,Automobile and Auto Components,
505750,JOSTS,X ,Q,505.00,511.95,497.00,503.10,503.10,502.50,6/24/2025 00:00:00,193,6862,3468382.00,505.45,8938,54.46,6/25/2025 00:00:00,9978730,5032862.284070,1360.00,340.15,1.00,,,Capital Goods,
505790,SCHAEFFLER,A ,Q,4041.00,4041.00,3915.50,3928.00,3928.00,3930.70,6/24/2025 00:00:00,790,2797,11070419.00,3957.96,1744,36.65,6/25/2025 00:00:00,156303670,40130342.057820,4835.90,2836.55,2.00,,,Automobile and Auto Components,
505800,RANEHOLDIN,B ,Q,1543.60,1615.00,1543.60,1584.50,1584.50,1545.25,6/24/2025 00:00:00,594,2717,4320409.00,1590.14,816,78.91,6/25/2025 00:00:00,14277809,7029222.371262,2575.90,1130.05,10.00,,,Financial Services,
505827,SNL,X ,Q,384.95,399.95,378.70,399.00,399.00,384.95,6/24/2025 00:00:00,152,4040,1600490.00,396.16,1776,72.33,6/25/2025 00:00:00,3611540,864989.110780,514.40,320.80,10.00,,,Automobile and Auto Components,
505840,JAIPAN,X ,Q,33.90,35.94,33.80,34.38,34.38,32.94,6/24/2025 00:00:00,63,5752,198414.00,34.49,1589,56.50,6/25/2025 00:00:00,6099840,3654469.042560,51.00,26.20,10.00,,,Consumer Durables,
505850,MANCREDIT,B ,Q,193.00,202.75,193.00,199.90,199.90,196.60,6/24/2025 00:00:00,146,12152,2429309.00,199.91,16612,3.28,6/25/2025 00:00:00,19563986,7351324.251388,219.30,105.00,10.00,,,Financial Services,
505854,TRF,B ,Q,385.75,390.05,381.75,386.20,386.20,379.30,6/24/2025 00:00:00,99,694,268436.00,386.80,2743,58.93,6/25/2025 00:00:00,11005039,7126775.216088,614.00,287.75,10.00,,,Capital Goods,
505872,WPIL,B ,Q,428.90,431.50,423.25,427.90,427.90,426.20,6/24/2025 00:00:00,1184,48608,20860116.00,429.15,44193,55.82,6/25/2025 00:00:00,97670800,27691820.557600,4944.00,345.55,1.00,,,Capital Goods,
505890,KENNAMET,B ,Q,2368.05,2385.00,2350.15,2364.10,2364.10,2362.20,6/24/2025 00:00:00,414,1819,4305351.00,2366.88,3276,56.18,6/25/2025 00:00:00,21978240,5462735.508480,3645.00,1947.00,10.00,,,Capital Goods,
505893,HINDHARD,XT,Q,1060.00,1085.00,1047.30,1075.00,1075.00,1061.85,6/24/2025 00:00:00,21,143,151833.00,1061.77,868,100.00,6/25/2025 00:00:00,1498450,445892.268050,1277.10,490.15,10.00,,,Automobile and Auto Components,
505978,TRITONV,X ,Q,2837.00,2837.90,2794.00,2828.15,2828.15,2800.00,6/24/2025 00:00:00,46,432,1215145.00,2812.84,416,99.07,6/25/2025 00:00:00,1200527,633677.767991,5574.50,2652.00,10.00,,,Automobile and Auto Components,
506003,SUDAI,XT,Q,66.48,66.48,64.00,66.48,66.48,63.32,6/24/2025 00:00:00,132,48130,3192020.00,66.32,21187,100.00,6/25/2025 00:00:00,7367818,2397959.517552,68.00,31.15,10.00,,,Metals & Mining,
506022,PRAKASH,A ,Q,164.30,166.50,162.50,163.05,163.05,162.40,6/24/2025 00:00:00,487,18535,3051269.00,164.62,33410,69.20,6/25/2025 00:00:00,179081839,98779214.328493,237.25,132.50,10.00,,,Metals & Mining,
506074,ARSHIYA,Z ,Q,2.64,2.68,2.50,2.54,2.54,2.59,6/24/2025 00:00:00,43,44141,113314.00,2.57,90515,100.00,6/25/2025 00:00:00,263475915,215540160.928560,5.64,2.36,2.00,,,Services,
506076,GRINDWELL,A ,Q,1729.95,1729.95,1647.80,1709.65,1709.65,1648.15,6/24/2025 00:00:00,194,1105,1844806.00,1669.51,1690,67.33,6/25/2025 00:00:00,110720000,46123959.040000,2959.45,1360.05,5.00,,,Capital Goods,
506079,LAKPRE,Z ,Q,4.97,4.97,4.61,4.65,4.65,4.85,6/24/2025 00:00:00,18,6749,31792.00,4.71,1107,100.00,6/25/2025 00:00:00,10941667,4064588.573826,6.79,3.87,10.00,,,Automobile and Auto Components,
506105,STANROS,X ,Q,76.00,79.26,73.00,79.26,79.26,77.00,6/23/2025 00:00:00,12,103,7546.00,73.26,359,98.06,6/25/2025 00:00:00,3967920,1855919.189520,96.79,60.30,10.00,,,Financial Services,
506109,GENESYS,B ,Q,636.85,646.75,630.00,639.45,639.45,636.85,6/24/2025 00:00:00,795,11955,7620309.00,637.42,10228,43.27,6/25/2025 00:00:00,41624062,24445811.612600,1054.80,524.05,5.00,,,Information Technology,
506128,PARNAXLAB,XT,Q,101.00,101.00,100.00,101.00,101.00,99.05,6/24/2025 00:00:00,20,2779,280348.00,100.88,1616,100.00,6/25/2025 00:00:00,11485616,3155845.280240,193.50,81.00,10.00,,,Healthcare,
506134,GOURMET,X ,Q,17.00,17.99,17.00,17.80,17.80,17.89,6/24/2025 00:00:00,190,124811,2139526.00,17.14,72027,78.00,6/25/2025 00:00:00,134269353,66724886.434644,49.90,11.97,1.00,,,Consumer Services,
506146,VIVIDHA,B ,Q,0.85,0.85,0.84,0.84,0.84,0.85,6/24/2025 00:00:00,80,110405,93224.00,0.84,83324,57.32,6/25/2025 00:00:00,292700534,276212127.518712,1.44,0.75,1.00,,,Textiles,
506180,EMERGENT,XT,Q,654.10,654.10,654.10,654.10,654.10,641.30,6/24/2025 00:00:00,1,1,654.00,654.00,30,100.00,6/25/2025 00:00:00,4569000,1195401.177000,695.70,101.20,10.00,,,Metals & Mining,
506184,KANANIIND,B ,Q,2.11,2.17,2.11,2.15,2.15,2.12,6/24/2025 00:00:00,36,11332,24262.00,2.14,24773,82.10,6/25/2025 00:00:00,197868000,131012953.764000,3.23,1.59,1.00,,,Consumer Durables,
506186,GCKL,XT,Q,45.83,45.83,45.40,45.40,45.40,44.94,6/24/2025 00:00:00,29,46314,2120874.00,45.79,10749,100.00,6/25/2025 00:00:00,47297674,27209926.173134,67.52,23.12,10.00,,,Fast Moving Consumer Goods,
506194,ARIHANTSUP,B ,Q,373.90,382.20,373.90,380.45,380.45,369.00,6/24/2025 00:00:00,81,674,254033.00,376.90,1185,77.74,6/25/2025 00:00:00,41159991,10407015.604413,555.00,278.15,10.00,,,Realty,
506197,BLISSGVS,B ,Q,145.00,151.65,145.00,149.45,149.45,148.60,6/24/2025 00:00:00,261,18190,2722752.00,149.68,62338,32.66,6/25/2025 00:00:00,105370272,65347903.067328,184.95,101.00,1.00,,,Healthcare,
506222,STYRENIX,B ,Q,3298.95,3298.95,3186.60,3220.05,3220.05,3232.75,6/24/2025 00:00:00,314,1300,4185951.00,3219.96,2125,43.31,6/25/2025 00:00:00,17585625,9390389.623125,3523.95,1860.00,10.00,,,Chemicals,
506235,ALEMBICLTD,B ,Q,112.15,115.40,112.15,115.00,115.00,112.40,6/24/2025 00:00:00,732,45679,5224604.00,114.38,69926,56.66,6/25/2025 00:00:00,256781828,67635563.149716,169.00,85.55,2.00,,,Realty,
506248,AMNPLST,B ,Q,239.95,254.35,238.30,250.90,250.90,239.85,6/24/2025 00:00:00,368,6303,1570465.00,249.16,3308,34.03,6/25/2025 00:00:00,55020000,13608646.800000,359.00,185.35,2.00,,,Chemicals,
506260,ANUHPHR,B ,Q,209.85,209.85,208.10,209.15,209.15,206.80,6/24/2025 00:00:00,364,5518,1152798.00,208.92,9864,54.13,6/25/2025 00:00:00,50112000,15019718.976000,249.95,148.05,5.00,,,Healthcare,
506261,MODISONLTD,B ,Q,157.70,162.00,153.70,161.10,161.10,156.90,6/24/2025 00:00:00,226,7116,1129203.00,158.69,5928,72.41,6/25/2025 00:00:00,32450000,15534853.400000,232.15,108.30,1.00,,,Capital Goods,
506285,BAYERCROP,A ,Q,5644.95,5759.45,5632.65,5749.70,5749.70,5649.45,6/24/2025 00:00:00,358,1247,7127329.00,5715.58,1253,68.48,6/25/2025 00:00:00,44942092,12715825.626296,7189.90,4220.05,10.00,,,Chemicals,
506365,CHEMOPH,XT,Q,119.90,119.90,117.55,117.55,117.55,119.90,6/24/2025 00:00:00,7,649,76365.00,117.67,302,100.00,6/25/2025 00:00:00,1500000,1081716.000000,154.00,55.10,10.00,,,Healthcare,
506390,HEUBACHIND,B ,Q,586.45,590.00,586.45,589.00,589.00,586.00,6/24/2025 00:00:00,21,345,202597.00,587.24,882,100.00,6/25/2025 00:00:00,23081798,10336121.471592,733.25,437.10,10.00,,,Chemicals,
