SYMBOL,COMPANY_NAME,INDUSTRY,INDEX_NAME
360ONE,360 ONE WAM Ltd.,Financial Services,nifty500LargeMidSmallEqualCapWeighted
360ONE,360 ONE WAM Ltd.,Financial Services,nifty500
360ONE,360 ONE WAM Ltd.,Financial Services,nifty500Multicap502525
360ONE,360 ONE WAM Ltd.,Financial Services,niftylargemidcap250
360ONE,360 ONE WAM Ltd.,Financial Services,niftymidcap150
360ONE,360 ONE WAM Ltd.,Financial Services,niftymidsmallcap400
360ONE,360 ONE WAM Ltd.,Financial Services,niftytotalmarket
3MINDIA,3M India Ltd.,Diversified,nifty500LargeMidSmallEqualCapWeighted
3MINDIA,3M India Ltd.,Diversified,nifty500
3MINDIA,3M India Ltd.,Diversified,nifty500Multicap502525
3MINDIA,3M India Ltd.,Diversified,niftylargemidcap250
3MINDIA,3M India Ltd.,Diversified,niftymidcap150
3MINDIA,3M India Ltd.,Diversified,niftymidsmallcap400
3MINDIA,3M India Ltd.,Diversified,niftytotalmarket
AADHARHFC,Aadhar Housing Finance Ltd.,Financial Services,nifty500
AADHARHFC,Aadhar Housing Finance Ltd.,Financial Services,nifty500Multicap502525
AADHARHFC,Aadhar Housing Finance Ltd.,Financial Services,niftymidsmallcap400
AADHARHFC,Aadhar Housing Finance Ltd.,Financial Services,niftysmallcap100
AADHARHFC,Aadhar Housing Finance Ltd.,Financial Services,niftysmallcap250
AADHARHFC,Aadhar Housing Finance Ltd.,Financial Services,niftytotalmarket
AARTIDRUGS,Aarti Drugs Ltd.,Healthcare,niftymicrocap250
AARTIDRUGS,Aarti Drugs Ltd.,Healthcare,niftytotalmarket
AARTIIND,Aarti Industries Ltd.,Chemicals,nifty500LargeMidSmallEqualCapWeighted
AARTIIND,Aarti Industries Ltd.,Chemicals,nifty500
AARTIIND,Aarti Industries Ltd.,Chemicals,nifty500Multicap502525
AARTIIND,Aarti Industries Ltd.,Chemicals,niftymidsmallcap400
AARTIIND,Aarti Industries Ltd.,Chemicals,niftysmallcap100
AARTIIND,Aarti Industries Ltd.,Chemicals,niftysmallcap250
AARTIIND,Aarti Industries Ltd.,Chemicals,niftysmallcap50
AARTIIND,Aarti Industries Ltd.,Chemicals,niftytotalmarket
AARTIPHARM,Aarti Pharmalabs Ltd.,Healthcare,niftymicrocap250
AARTIPHARM,Aarti Pharmalabs Ltd.,Healthcare,niftytotalmarket
AAVAS,Aavas Financiers Ltd.,Financial Services,nifty500LargeMidSmallEqualCapWeighted
AAVAS,Aavas Financiers Ltd.,Financial Services,nifty500
AAVAS,Aavas Financiers Ltd.,Financial Services,nifty500Multicap502525
AAVAS,Aavas Financiers Ltd.,Financial Services,niftymidsmallcap400
AAVAS,Aavas Financiers Ltd.,Financial Services,niftysmallcap250
AAVAS,Aavas Financiers Ltd.,Financial Services,niftytotalmarket
ABB,ABB India Ltd.,Capital Goods,nifty100
ABB,ABB India Ltd.,Capital Goods,nifty200
ABB,ABB India Ltd.,Capital Goods,nifty500LargeMidSmallEqualCapWeighted
ABB,ABB India Ltd.,Capital Goods,nifty500
ABB,ABB India Ltd.,Capital Goods,nifty500Multicap502525
ABB,ABB India Ltd.,Capital Goods,niftylargemidcap250
ABB,ABB India Ltd.,Capital Goods,niftynext50
ABB,ABB India Ltd.,Capital Goods,niftytotalmarket
ABBOTINDIA,Abbott India Ltd.,Healthcare,nifty500LargeMidSmallEqualCapWeighted
ABBOTINDIA,Abbott India Ltd.,Healthcare,nifty500
ABBOTINDIA,Abbott India Ltd.,Healthcare,nifty500Multicap502525
ABBOTINDIA,Abbott India Ltd.,Healthcare,niftylargemidcap250
ABBOTINDIA,Abbott India Ltd.,Healthcare,niftymidcap150
ABBOTINDIA,Abbott India Ltd.,Healthcare,niftymidsmallcap400
ABBOTINDIA,Abbott India Ltd.,Healthcare,niftytotalmarket
ACC,ACC Ltd.,Construction Materials,nifty200
ACC,ACC Ltd.,Construction Materials,nifty500LargeMidSmallEqualCapWeighted
ACC,ACC Ltd.,Construction Materials,nifty500
ACC,ACC Ltd.,Construction Materials,nifty500Multicap502525
ACC,ACC Ltd.,Construction Materials,niftylargemidcap250
ACC,ACC Ltd.,Construction Materials,niftymidcap100
ACC,ACC Ltd.,Construction Materials,niftymidcap150
ACC,ACC Ltd.,Construction Materials,niftymidsmallcap400
ACC,ACC Ltd.,Construction Materials,niftytotalmarket
ACMESOLAR,ACME Solar Holdings Ltd.,Power,nifty500
ACMESOLAR,ACME Solar Holdings Ltd.,Power,nifty500Multicap502525
ACMESOLAR,ACME Solar Holdings Ltd.,Power,niftymidsmallcap400
ACMESOLAR,ACME Solar Holdings Ltd.,Power,niftysmallcap250
ACMESOLAR,ACME Solar Holdings Ltd.,Power,niftytotalmarket
ACE,Action Construction Equipment Ltd.,Capital Goods,nifty500LargeMidSmallEqualCapWeighted
ACE,Action Construction Equipment Ltd.,Capital Goods,nifty500
ACE,Action Construction Equipment Ltd.,Capital Goods,nifty500Multicap502525
ACE,Action Construction Equipment Ltd.,Capital Goods,niftymidsmallcap400
ACE,Action Construction Equipment Ltd.,Capital Goods,niftysmallcap100
ACE,Action Construction Equipment Ltd.,Capital Goods,niftysmallcap250
ACE,Action Construction Equipment Ltd.,Capital Goods,niftytotalmarket
ACUTAAS,Acutaas Chemicals Ltd.,Healthcare,niftymicrocap250
ACUTAAS,Acutaas Chemicals Ltd.,Healthcare,niftytotalmarket
ADANIENSOL,Adani Energy Solutions Ltd.,Power,nifty100
ADANIENSOL,Adani Energy Solutions Ltd.,Power,nifty200
ADANIENSOL,Adani Energy Solutions Ltd.,Power,nifty500LargeMidSmallEqualCapWeighted
ADANIENSOL,Adani Energy Solutions Ltd.,Power,nifty500
ADANIENSOL,Adani Energy Solutions Ltd.,Power,nifty500Multicap502525
ADANIENSOL,Adani Energy Solutions Ltd.,Power,niftylargemidcap250
ADANIENSOL,Adani Energy Solutions Ltd.,Power,niftynext50
ADANIENSOL,Adani Energy Solutions Ltd.,Power,niftytotalmarket
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,nifty100
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,nifty200
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,nifty500LargeMidSmallEqualCapWeighted
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,nifty500
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,nifty500Multicap502525
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,nifty50
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,niftylargemidcap250
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,niftytotalmarket
ADANIGREEN,Adani Green Energy Ltd.,Power,nifty100
ADANIGREEN,Adani Green Energy Ltd.,Power,nifty200
ADANIGREEN,Adani Green Energy Ltd.,Power,nifty500LargeMidSmallEqualCapWeighted
ADANIGREEN,Adani Green Energy Ltd.,Power,nifty500
ADANIGREEN,Adani Green Energy Ltd.,Power,nifty500Multicap502525
ADANIGREEN,Adani Green Energy Ltd.,Power,niftylargemidcap250
ADANIGREEN,Adani Green Energy Ltd.,Power,niftynext50
ADANIGREEN,Adani Green Energy Ltd.,Power,niftytotalmarket
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,nifty100
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,nifty200
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,nifty500LargeMidSmallEqualCapWeighted
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,nifty500
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,nifty500Multicap502525
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,nifty50
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,niftylargemidcap250
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,niftytotalmarket
ADANIPOWER,Adani Power Ltd.,Power,nifty100
ADANIPOWER,Adani Power Ltd.,Power,nifty200
ADANIPOWER,Adani Power Ltd.,Power,nifty500LargeMidSmallEqualCapWeighted
ADANIPOWER,Adani Power Ltd.,Power,nifty500
ADANIPOWER,Adani Power Ltd.,Power,nifty500Multicap502525
ADANIPOWER,Adani Power Ltd.,Power,niftylargemidcap250
ADANIPOWER,Adani Power Ltd.,Power,niftynext50
ADANIPOWER,Adani Power Ltd.,Power,niftytotalmarket
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,nifty200
ATGL,Adani Total Gas Ltd.,"Oil, Gas & Consumable Fuels",nifty500LargeMidSmallEqualCapWeighted
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,nifty500
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,nifty500Multicap502525
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,niftylargemidcap250
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,niftymidcap100
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,niftymidcap150
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,niftymidsmallcap400
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,niftytotalmarket
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,nifty200
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,nifty500LargeMidSmallEqualCapWeighted
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,nifty500
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,nifty500Multicap502525
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,niftylargemidcap250
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,niftymidcap100
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,niftymidcap150
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,niftymidsmallcap400
ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,niftytotalmarket
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,nifty200
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,nifty500LargeMidSmallEqualCapWeighted
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,nifty500
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,nifty500Multicap502525
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,niftylargemidcap250
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,niftymidcap100
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,niftymidcap150
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,niftymidsmallcap400
ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,niftytotalmarket
ABREL,Aditya Birla Real Estate Ltd.,Forest Materials,nifty500
ABREL,Aditya Birla Real Estate Ltd.,Forest Materials,nifty500Multicap502525
ABREL,Aditya Birla Real Estate Ltd.,Forest Materials,niftymidsmallcap400
ABREL,Aditya Birla Real Estate Ltd.,Forest Materials,niftysmallcap100
ABREL,Aditya Birla Real Estate Ltd.,Forest Materials,niftysmallcap250
ABREL,Aditya Birla Real Estate Ltd.,Forest Materials,niftysmallcap50
ABREL,Aditya Birla Real Estate Ltd.,Forest Materials,niftytotalmarket
ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Financial Services,nifty500
ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Financial Services,nifty500Multicap502525
ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Financial Services,niftymidsmallcap400
ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Financial Services,niftysmallcap250
ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Financial Services,niftytotalmarket
AVL,Aditya Vision Ltd.,Consumer Services,niftymicrocap250
AVL,Aditya Vision Ltd.,Consumer Services,niftytotalmarket
ADVENZYMES,Advanced Enzyme Tech Ltd.,Healthcare,niftymicrocap250
ADVENZYMES,Advanced Enzyme Tech Ltd.,Healthcare,niftytotalmarket
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,nifty500
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,nifty500Multicap502525
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,niftymidsmallcap400
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,niftysmallcap100
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,niftysmallcap250
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,niftysmallcap50
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,niftytotalmarket
AETHER,Aether Industries Ltd.,Chemicals,nifty500LargeMidSmallEqualCapWeighted
AETHER,Aether Industries Ltd.,Chemicals,niftymicrocap250
AETHER,Aether Industries Ltd.,Chemicals,niftytotalmarket
AFCONS,Afcons Infrastructure Ltd.,Construction,nifty500
AFCONS,Afcons Infrastructure Ltd.,Construction,nifty500Multicap502525
AFCONS,Afcons Infrastructure Ltd.,Construction,niftymidsmallcap400
AFCONS,Afcons Infrastructure Ltd.,Construction,niftysmallcap100
AFCONS,Afcons Infrastructure Ltd.,Construction,niftysmallcap250
AFCONS,Afcons Infrastructure Ltd.,Construction,niftytotalmarket
AFFLE,Affle (India) Ltd.,Information Technology,nifty500LargeMidSmallEqualCapWeighted
AFFLE,Affle 3i Ltd.,Information Technology,nifty500
AFFLE,Affle 3i Ltd.,Information Technology,nifty500Multicap502525
AFFLE,Affle 3i Ltd.,Information Technology,niftymidsmallcap400
AFFLE,Affle 3i Ltd.,Information Technology,niftysmallcap100
AFFLE,Affle 3i Ltd.,Information Technology,niftysmallcap250
AFFLE,Affle 3i Ltd.,Information Technology,niftysmallcap50
AFFLE,Affle 3i Ltd.,Information Technology,niftytotalmarket
AGI,AGI Greenpac Ltd.,Capital Goods,niftymicrocap250
AGI,AGI Greenpac Ltd.,Capital Goods,niftytotalmarket
AHLUCONT,Ahluwalia Contracts (India) Ltd.,Construction,niftymicrocap250
AHLUCONT,Ahluwalia Contracts (India) Ltd.,Construction,niftytotalmarket
AIAENG,AIA Engineering Ltd.,Capital Goods,nifty500LargeMidSmallEqualCapWeighted
AIAENG,AIA Engineering Ltd.,Capital Goods,nifty500
AIAENG,AIA Engineering Ltd.,Capital Goods,nifty500Multicap502525
AIAENG,AIA Engineering Ltd.,Capital Goods,niftylargemidcap250
AIAENG,AIA Engineering Ltd.,Capital Goods,niftymidcap150
AIAENG,AIA Engineering Ltd.,Capital Goods,niftymidsmallcap400
AIAENG,AIA Engineering Ltd.,Capital Goods,niftytotalmarket
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,nifty500LargeMidSmallEqualCapWeighted
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,nifty500
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,nifty500Multicap502525
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,niftylargemidcap250
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,niftymidcap150
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,niftymidsmallcap400
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,niftytotalmarket
AKUMS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,nifty500
AKUMS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,nifty500Multicap502525
AKUMS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,niftymidsmallcap400
AKUMS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,niftysmallcap250
AKUMS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,niftytotalmarket
AKZOINDIA,Akzo Nobel India Ltd.,Consumer Durables,niftymicrocap250
AKZOINDIA,Akzo Nobel India Ltd.,Consumer Durables,niftytotalmarket
APLLTD,Alembic Pharmaceuticals Ltd.,Healthcare,nifty500LargeMidSmallEqualCapWeighted
APLLTD,Alembic Pharmaceuticals Ltd.,Healthcare,nifty500
APLLTD,Alembic Pharmaceuticals Ltd.,Healthcare,nifty500Multicap502525
APLLTD,Alembic Pharmaceuticals Ltd.,Healthcare,niftymidsmallcap400
APLLTD,Alembic Pharmaceuticals Ltd.,Healthcare,niftysmallcap250
APLLTD,Alembic Pharmaceuticals Ltd.,Healthcare,niftytotalmarket
ALIVUS,Alivus Life Sciences Ltd.,Healthcare,nifty500
ALIVUS,Alivus Life Sciences Ltd.,Healthcare,nifty500Multicap502525
ALIVUS,Alivus Life Sciences Ltd.,Healthcare,niftymidsmallcap400
ALIVUS,Alivus Life Sciences Ltd.,Healthcare,niftysmallcap250
ALIVUS,Alivus Life Sciences Ltd.,Healthcare,niftytotalmarket
ALKEM,Alkem Laboratories Ltd.,Healthcare,nifty200
ALKEM,Alkem Laboratories Ltd.,Healthcare,nifty500LargeMidSmallEqualCapWeighted
ALKEM,Alkem Laboratories Ltd.,Healthcare,nifty500
ALKEM,Alkem Laboratories Ltd.,Healthcare,nifty500Multicap502525
ALKEM,Alkem Laboratories Ltd.,Healthcare,niftylargemidcap250
ALKEM,Alkem Laboratories Ltd.,Healthcare,niftymidcap100
ALKEM,Alkem Laboratories Ltd.,Healthcare,niftymidcap150
ALKEM,Alkem Laboratories Ltd.,Healthcare,niftymidcap50
ALKEM,Alkem Laboratories Ltd.,Healthcare,niftymidsmallcap400
ALKEM,Alkem Laboratories Ltd.,Healthcare,niftytotalmarket
ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Chemicals,nifty500LargeMidSmallEqualCapWeighted
ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Chemicals,nifty500
ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Chemicals,nifty500Multicap502525
ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Chemicals,niftymidsmallcap400
ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Chemicals,niftysmallcap250
ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Chemicals,niftytotalmarket
ALLCARGO,Allcargo Logistics Ltd.,Services,nifty500LargeMidSmallEqualCapWeighted
ALLCARGO,Allcargo Logistics Ltd.,Services,niftymicrocap250
ALLCARGO,Allcargo Logistics Ltd.,Services,niftytotalmarket
ABDL,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,niftymicrocap250
ABDL,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,niftytotalmarket
ALOKINDS,Alok Industries Ltd.,Textiles,nifty500LargeMidSmallEqualCapWeighted
ALOKINDS,Alok Industries Ltd.,Textiles,nifty500
ALOKINDS,Alok Industries Ltd.,Textiles,nifty500Multicap502525
ALOKINDS,Alok Industries Ltd.,Textiles,niftymidsmallcap400
ALOKINDS,Alok Industries Ltd.,Textiles,niftysmallcap250
ALOKINDS,Alok Industries Ltd.,Textiles,niftytotalmarket
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,nifty500LargeMidSmallEqualCapWeighted
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,nifty500
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,nifty500Multicap502525
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,niftymidsmallcap400
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,niftysmallcap100
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,niftysmallcap250
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,niftysmallcap50
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,niftytotalmarket
AMBER,Amber Enterprises India Ltd.,Consumer Durables,nifty500LargeMidSmallEqualCapWeighted
AMBER,Amber Enterprises India Ltd.,Consumer Durables,nifty500
AMBER,Amber Enterprises India Ltd.,Consumer Durables,nifty500Multicap502525
AMBER,Amber Enterprises India Ltd.,Consumer Durables,niftymidsmallcap400
AMBER,Amber Enterprises India Ltd.,Consumer Durables,niftysmallcap100
AMBER,Amber Enterprises India Ltd.,Consumer Durables,niftysmallcap250
AMBER,Amber Enterprises India Ltd.,Consumer Durables,niftysmallcap50
AMBER,Amber Enterprises India Ltd.,Consumer Durables,niftytotalmarket
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,nifty100
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,nifty200
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,nifty500LargeMidSmallEqualCapWeighted
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,nifty500
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,nifty500Multicap502525
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,niftylargemidcap250
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,niftynext50
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,niftytotalmarket
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,nifty500LargeMidSmallEqualCapWeighted
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,nifty500
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,nifty500Multicap502525
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,niftymidsmallcap400
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,niftysmallcap250
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,niftytotalmarket
ANANTRAJ,Anant Raj Ltd.,Realty,nifty500
ANANTRAJ,Anant Raj Ltd.,Realty,nifty500Multicap502525
ANANTRAJ,Anant Raj Ltd.,Realty,niftymidsmallcap400
ANANTRAJ,Anant Raj Ltd.,Realty,niftysmallcap100
ANANTRAJ,Anant Raj Ltd.,Realty,niftysmallcap250
ANANTRAJ,Anant Raj Ltd.,Realty,niftytotalmarket
ANGELONE,Angel One Ltd.,Financial Services,nifty500LargeMidSmallEqualCapWeighted
ANGELONE,Angel One Ltd.,Financial Services,nifty500
ANGELONE,Angel One Ltd.,Financial Services,nifty500Multicap502525
ANGELONE,Angel One Ltd.,Financial Services,niftymidsmallcap400
ANGELONE,Angel One Ltd.,Financial Services,niftysmallcap100
ANGELONE,Angel One Ltd.,Financial Services,niftysmallcap250
ANGELONE,Angel One Ltd.,Financial Services,niftysmallcap50
ANGELONE,Angel One Ltd.,Financial Services,niftytotalmarket
ANURAS,Anupam Rasayan India Ltd.,Chemicals,nifty500LargeMidSmallEqualCapWeighted
APARINDS,Apar Industries Ltd.,Capital Goods,nifty500LargeMidSmallEqualCapWeighted
APARINDS,Apar Industries Ltd.,Capital Goods,nifty500
APARINDS,Apar Industries Ltd.,Capital Goods,nifty500Multicap502525
APARINDS,Apar Industries Ltd.,Capital Goods,niftylargemidcap250
APARINDS,Apar Industries Ltd.,Capital Goods,niftymidcap150
APARINDS,Apar Industries Ltd.,Capital Goods,niftymidsmallcap400
APARINDS,Apar Industries Ltd.,Capital Goods,niftytotalmarket
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd.,Consumer Services,niftymicrocap250
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd.,Consumer Services,niftytotalmarket
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,nifty200
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,nifty500LargeMidSmallEqualCapWeighted
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,nifty500
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,nifty500Multicap502525
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,niftylargemidcap250
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,niftymidcap100
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,niftymidcap150
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,niftymidsmallcap400
APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,niftytotalmarket
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,nifty100
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,nifty200
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,nifty500LargeMidSmallEqualCapWeighted
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,nifty500
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,nifty500Multicap502525
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,nifty50
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,niftylargemidcap250
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,niftytotalmarket
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,nifty200
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,nifty500LargeMidSmallEqualCapWeighted
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,nifty500
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,nifty500Multicap502525
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,niftylargemidcap250
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,niftymidcap100
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,niftymidcap150
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,niftymidsmallcap400
APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,niftytotalmarket
APTUS,Aptus Value Housing Finance India Ltd.,Financial Services,nifty500LargeMidSmallEqualCapWeighted
APTUS,Aptus Value Housing Finance India Ltd.,Financial Services,nifty500
APTUS,Aptus Value Housing Finance India Ltd.,Financial Services,nifty500Multicap502525
APTUS,Aptus Value Housing Finance India Ltd.,Financial Services,niftymidsmallcap400
APTUS,Aptus Value Housing Finance India Ltd.,Financial Services,niftysmallcap250
APTUS,Aptus Value Housing Finance India Ltd.,Financial Services,niftytotalmarket
ACI,Archean Chemical Industries Ltd.,Chemicals,nifty500LargeMidSmallEqualCapWeighted
ACI,Archean Chemical Industries Ltd.,Chemicals,niftymicrocap250
ACI,Archean Chemical Industries Ltd.,Chemicals,niftytotalmarket
ARVINDFASN,Arvind Fashions Ltd.,Consumer Services,niftymicrocap250
ARVINDFASN,Arvind Fashions Ltd.,Consumer Services,niftytotalmarket
ARVIND,Arvind Ltd.,Textiles,niftymicrocap250
ARVIND,Arvind Ltd.,Textiles,niftytotalmarket
ASAHIINDIA,Asahi India Glass Ltd.,Automobile and Auto Components,nifty500LargeMidSmallEqualCapWeighted
ASAHIINDIA,Asahi India Glass Ltd.,Automobile and Auto Components,nifty500
ASAHIINDIA,Asahi India Glass Ltd.,Automobile and Auto Components,nifty500Multicap502525
ASAHIINDIA,Asahi India Glass Ltd.,Automobile and Auto Components,niftymidsmallcap400
ASAHIINDIA,Asahi India Glass Ltd.,Automobile and Auto Components,niftysmallcap250
ASAHIINDIA,Asahi India Glass Ltd.,Automobile and Auto Components,niftytotalmarket
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,nifty200
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,nifty500LargeMidSmallEqualCapWeighted
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,nifty500
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,nifty500Multicap502525
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,niftylargemidcap250
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,niftymidcap100
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,niftymidcap150
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,niftymidcap50
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,niftymidcapselect
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,niftymidsmallcap400
ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,niftytotalmarket
ASHOKA,Ashoka Buildcon Ltd.,Construction,niftymicrocap250
